BIOEC_BAG,BIOEC_MMC,data_type,sectors,skill_category,keyword_en_ori,keyword_en_mod,keyword_en_minusc,keyword_es,keyword_es_minusc,keyword_pt_minusc,keyword_top,source,Comment,hub_challenge
,1,,Turismo,Técnica especializada,,sustainability of attractions ,sustainability of attractions ,,sostenibilidad de atractivos ,sustentabilidade das atrações ,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainability of the tourism value chain,sustainability of the tourism value chain,,sostenibilidad de la cadena de valor del turismo,sustentabilidade da cadeia de valor do turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainability of tourist destination,sustainability of tourist destination,,sostenibilidad de destino turístico,sustentabilidade do destino turístico,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,sustainable consumption,sustainable consumption,,consumo sostenible,consumo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,sustainable infrastructure,sustainable infrastructure,,infraestructura sostenible,infraestrutura sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,sustainable practices,sustainable practices,,prácticas sostenibles,práticas sustentáveis,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable specialized tourism product,sustainable specialized tourism product,,producto turístico especializado sustentable,produto turístico especializado sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism,sustainable tourism,,turismo sostenible,Turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism business,sustainable tourism business,,negocio turístico sostenible,negócio de turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,"sustainable tourism indicators","sustainable tourism indicators",,"indicadores de turismo sostenible","indicadores de turismo sustentável",,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism investment,sustainable tourism investment,,inversión turística sostenible,investimento em turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism management,sustainable tourism management,,gestión del turismo sostenible,gestão do turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism offer,sustainable tourism offer,,oferta turística sostenible,oferta de turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism production,sustainable tourism production,,producción sostenible del turismo,produção turística sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,Sustainable tourism products,sustainable tourism products,,Productos turísticos sostenibles,produtos turísticos sustentáveis,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourism project,sustainable tourism project,,proyecto turístico sostenible,projeto de turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,0,,Agro,,natural products for crop protection industry,,natural products for crop protection industry,productos naturales para la industria fitosanitaria,productos naturales para la industria fitosanitaria,,,Linkedin,,
,1,,Turismo,Técnica especializada,,sustainable tourism quality,sustainable tourism quality,,calidad turística sostenible,qualidade do turismo sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable tourist destinations,sustainable tourist destinations,,destinos turísticos sostenibles,destinos turísticos sustentáveis,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,sustainable travel culture,sustainable travel culture,,cultura de viaje sostenible,cultura de viagem sustentável,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,tourism co-responsibility,tourism co-responsibility,,corresponsabilidad turística,corresponsabilidade turística,,https://www.segittur.es/destinos-turisticos-inteligentes/proyectos-destinos/destinos-turisticos-inteligentes/,,
1,1,,Turismo,Técnica especializada,Tourism Development,,tourism development,,desarrollo turístico,desenvolvimento do turismo,,ResearchGate,,
,1,,Turismo,Técnica especializada,,tourism in protected areas,tourism in protected areas,,turismo en áreas protegidas,turismo em áreas protegidas,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,tourism intelligence platform,tourism intelligence platform,,plataforma de inteligencia turística,plataforma de inteligência turística,,https://www.segittur.es/destinos-turisticos-inteligentes/proyectos-destinos/destinos-turisticos-inteligentes/,,
,1,,Turismo,Técnica especializada,,tourism management,tourism management,,gestión turística,gerência de Turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,tourism sustainability,tourism sustainability,,sostenibilidad del turismo,sustentabilidade do turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,tourism-biodiversity relationship,tourism-biodiversity relationship,,relación turismo-biodiversidad,relação turismo-biodiversidade,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,tourist behavior,tourist behavior,,comportamiento turístico,comportamento turístico,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,tourist geoportal,tourist geoportal,,geoportal turístico,geoportal turístico,,I.Humboldt,,
,1,,Turismo,Técnica especializada,,tourist power,tourist power,,potencia turística,poder turístico,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,touristic infrastructure,touristic infrastructure,,infraestructura turística,infraestrutura turística,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,unique natural resources,unique natural resources,,recursos naturales únicos,recursos naturais únicos,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Básica general,,value added,value added,,valor agregado,valor adicionado,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Técnica especializada,,virtual tour,virtual tour,,recorrido virtual,Excursão virtual,,https://www.segittur.es/destinos-turisticos-inteligentes/proyectos-destinos/destinos-turisticos-inteligentes/,,
,1,,Turismo,Sostenibilidad,,Water footprint,water footprint,,huella hídrica,pegada hídrica,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Turismo,Sostenibilidad,,Water management,water management,,gestión del agua,gerência de água,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
1,1,,Turismo,Sostenibilidad,Wildlife,,wildlife,,fauna silvestre,animais selvagens,,ResearchGate,,
,3,Technology or method,Biotecnología,Técnica especializada,ViroCap,,virocap,ViroCap,virocap,virocap,,http://dbpedia.org/resource/ViroCap,,
,2,,Turismo,Técnica especializada,,scientific nature tourism strategy,scientific nature tourism strategy,,estrategia de turismo cientifico de naturaleza,estratégia científica de turismo de natureza,,I.Humboldt,,
,2,,Turismo,Técnica especializada,,tourism development plan,tourism development plan,,plan de desarrollo turístico,plano de desenvolvimento do turismo,,https://www.mincit.gov.co/minturismo/calidad-y-desarrollo-sostenible/politicas-del-sector-turismo/politica-de-turismo-sostenible/resumen-ejecutivo-politica-de-turismo-sostenible.aspx,,
,1,,Agro,Técnica especializada,,,regenerative agri-food systems,,sistemas agroalimentarios regenerativos,sistemas agroalimentares regenerativos,,https://www.instagram.com/p/C6zITSguDVl/?igsh=dG5iaWNsM3dhZHpl&img_index=1,,
,1,,Agro,Técnica especializada,,,socio-ecological system,,sistema socio-ecológico,sistema socioecológico,,https://www.instagram.com/p/C6zITSguDVl/?igsh=dG5iaWNsM3dhZHpl&img_index=1,,
,1,,Agro,Técnica especializada,,,regenerative agriculture,,agricultura regenerativa,agricultura regenerativa,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,microorganisms,,microorganismos,microorganismos,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,fixation of nitrogen,,fijación de nitrógeno,fixação de nitrogênio,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,soil health,,salud del suelo,saúde do solo,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,biological fertilization,,fertilización biológica,fertilização biológica,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,compost,,compost,composto,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,agricultural system,,sistema agrícola,sistema agrícola,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,soil fertility,,fertilidad del suelo,fertilidade do solo,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
,1,,Agro,Técnica especializada,,,organic material,,materia orgánica,material orgânico,,https://www.linkedin.com/posts/%C3%A1ngela-maria-oviedo-mossos-6b0b4534_agriculturaregenerativa-suelo-microorganismos-activity-7193989090931888131-ymzv/?utm_source=share&utm_medium=member_android,,
