sectors,keyword_en,keyword_es,keyword_pt
Turismo,low carbon tourism offer,oferta turística baja en carbono,oferta de turismo de baixo carbono
Turismo,mitigation of the environmental footprint of tourism,mitigación de la huella ambiental del turismo,mitigação da pegada ambiental do turismo
Turismo,national heritage,patrimonio nacional,património nacional
Turismo,natural capital,capital natural,capital natural
Turismo,natural goods,bienes naturales,bens naturais
Turismo,natural heritage,patrimonio natural,herança natural
Turismo,natural parks,parques naturales,parques naturais
Turismo,natural reserve,reserva natural,Reserva natural
Turismo,natural tourist attraction,atractivo turistico natural,atração turística natural
Turismo,natural wealth,riqueza natural,riqueza natural
Turismo,nature scientific tourism,turismo científico de naturaleza,turismo científico de natureza
Turismo,nature tourism,turismo de naturaleza,turismo de natureza
Turismo,nature-focused tourism experiences,experiencias turísticas centradas en la naturaleza,experiências turísticas focadas na natureza
Turismo,plastic-free tourist destination,destino turístico libre de plásticos,destino turístico sem plástico
Turismo,protected natural area,área natural protegida,área natural protegida
Turismo,provision of ecosystem services,provisión de servicios ecosistémicos,prestação de serviços ecossistêmicos
Turismo,regenerative tourism,turismo regenerativo,turismo regenerativo
Turismo,regional tourist narrative,narrativa turística regional,narrativa turística regional
Turismo,resilient tourist destination,destino turistico resiliente,destino turístico resiliente
Turismo,responsible resource management,gestión responsable de los recursos,gestão responsável de recursos
Turismo,risk management for sustainable tourism,gestión del riesgo para el turismo sostenible,gestão de riscos para o turismo sustentável
Turismo,routes supported by natural capital,rutas sustentadas en capital natural,rotas apoiadas pelo capital natural
Turismo,scientific nature tourism,turismo cientifico de naturaleza,turismo científico de natureza
Biotecnología,human hgf plasmid dna therapy,terapia de adn con plásmido hgf humano,terapia de DNA de plasmídeo hgf humano
Turismo,sewage treatment,tratamiento de aguas residuales,tratamento de esgoto
Turismo,smart sustainable tourism,turismo sostenible inteligente,turismo sustentável inteligente
Turismo,smart tourist destination,destino turistico inteligente,destino turístico inteligente
Turismo,social inclusion,inclusión social,inclusão social
Turismo,sociocultural integrity,a integridad sociocultural,integridade sociocultural
Turismo,solid waste management,manejo de residuos sólidos,gestão de resíduos sólidos
Turismo,specialized nature tourism ,turismo de naturaleza especializado ,turismo de natureza especializado 
Turismo,strategic ecosystems,ecosistemas estratégicos,ecossistemas estratégicos
Turismo,sustainability of attractions ,sostenibilidad de atractivos ,sustentabilidade das atrações 
Turismo,sustainability of the tourism value chain,sostenibilidad de la cadena de valor del turismo,sustentabilidade da cadeia de valor do turismo
Turismo,sustainability of tourist destination,sostenibilidad de destino turístico,sustentabilidade do destino turístico
Turismo,sustainable consumption,consumo sostenible,consumo sustentável
Turismo,sustainable infrastructure,infraestructura sostenible,infraestrutura sustentável
Turismo,sustainable practices,prácticas sostenibles,práticas sustentáveis
Turismo,sustainable specialized tourism product,producto turístico especializado sustentable,produto turístico especializado sustentável
Turismo,sustainable tourism,turismo sostenible,Turismo sustentável
Turismo,sustainable tourism business,negocio turístico sostenible,negócio de turismo sustentável
Turismo,"sustainable tourism indicators","indicadores de turismo sostenible","indicadores de turismo sustentável"
Turismo,sustainable tourism investment,inversión turística sostenible,investimento em turismo sustentável
Turismo,sustainable tourism management,gestión del turismo sostenible,gestão do turismo sustentável
Turismo,sustainable tourism offer,oferta turística sostenible,oferta de turismo sustentável
Turismo,sustainable tourism production,producción sostenible del turismo,produção turística sustentável
Turismo,sustainable tourism products,Productos turísticos sostenibles,produtos turísticos sustentáveis
Turismo,sustainable tourism project,proyecto turístico sostenible,projeto de turismo sustentável
Turismo,sustainable tourism quality,calidad turística sostenible,qualidade do turismo sustentável
Turismo,sustainable tourist destinations,destinos turísticos sostenibles,destinos turísticos sustentáveis
Turismo,sustainable travel culture,cultura de viaje sostenible,cultura de viagem sustentável
Turismo,tourism co-responsibility,corresponsabilidad turística,corresponsabilidade turística
Turismo,tourism development,desarrollo turístico,desenvolvimento do turismo
Turismo,tourism in protected areas,turismo en áreas protegidas,turismo em áreas protegidas
Turismo,tourism intelligence platform,plataforma de inteligencia turística,plataforma de inteligência turística
Turismo,tourism management,gestión turística,gerência de Turismo
Turismo,tourism sustainability,sostenibilidad del turismo,sustentabilidade do turismo
Turismo,tourism-biodiversity relationship,relación turismo-biodiversidad,relação turismo-biodiversidade
Turismo,tourist behavior,comportamiento turístico,comportamento turístico
Turismo,tourist geoportal,geoportal turístico,geoportal turístico
Turismo,tourist power,potencia turística,poder turístico
Turismo,touristic infrastructure,infraestructura turística,infraestrutura turística
Turismo,unique natural resources,recursos naturales únicos,recursos naturais únicos
Turismo,value added,valor agregado,valor adicionado
Turismo,virtual tour,recorrido virtual,Excursão virtual
Turismo,water footprint,huella hídrica,pegada hídrica
Turismo,water management,gestión del agua,gerência de água
Turismo,wildlife,fauna silvestre,animais selvagens
Biotecnología,virocap,virocap,virocap
Turismo,scientific nature tourism strategy,estrategia de turismo cientifico de naturaleza,estratégia científica de turismo de natureza
Turismo,tourism development plan,plan de desarrollo turístico,plano de desenvolvimento do turismo
Agro,regenerative agri-food systems,sistemas agroalimentarios regenerativos,sistemas agroalimentares regenerativos
Agro,socio-ecological system,sistema socio-ecológico,sistema socioecológico
Agro,regenerative agriculture,agricultura regenerativa,agricultura regenerativa
Agro,microorganisms,microorganismos,microorganismos
Agro,fixation of nitrogen,fijación de nitrógeno,fixação de nitrogênio
Agro,soil health,salud del suelo,saúde do solo
Agro,biological fertilization,fertilización biológica,fertilização biológica
Agro,compost,compost,composto
Agro,agricultural system,sistema agrícola,sistema agrícola
Agro,soil fertility,fertilidad del suelo,fertilidade do solo
Agro,organic material,materia orgánica,material orgânico
Transversal,bioeconomic,bioeconómico,bioeconômico
Transversal,bioeconomic,bioeconomico,bioeconômico
Agro,nutrient cycle,ciclo de nutrientes,ciclo de nutrientes
,,educación preescolar,
,,primaria y bachillerato,
,,pregrado,
,,especializaciones y maestrías,
,,comercio,
,,productividad,
,,competitividad,
,,gobierno y asuntos legales y regulatorios,
,,fundación,
,,smart cities,
,,política publica y gobierno,
,,seguridad urbana,
,,cooperación internacional,
,,empleo y desarrollo económico y urbanismo,
,,cadenas de valor,
,,fortalecimiento de capacidades y gestión del conocimiento,
,,operación forestal,
,,psa / compensación forestal,
,,cálculo de huella de carbono,
,,educación ambiental,
,,certificados de carbono,
,,sello verde de verdad®,
,,jornadas de siembra,
,,charlas sobre cambio climatico,
,,calculo de huella hidrica,
,,eventos de sensibilizacion ambiental y mercadeo verde,
,,biodiversidad colombiana,
,,aceleración de negocios,
,,servicios integrados i+d+i,
,,gestión de bio-redes,
,,promoción y negociación de tecnologías,
,,vigilancia tecnológica y inteligencia competitiva,
,,emprendimiento,
,,ciencia,
,,tecnología,
,,articulación y cultura,
,,restauración ecosistemas y sistemas alimentarios,
,,mitigación de cambio climático,
,,soporte a comunidades,
,,proyectos sostenibles,
,,bonos de carbono,
,,conservación y proyectos redd+,
,,ingeniería,
,,energías renovables acuáticas,
,,biorrefinerías,
,,territorio inteligentes,
,,ciencia,
,,tecnología y innovación,
,,medicina,
,,pregrado en medicina,
,,posgrados,
,,epidemiología,
,,pediatría,
,,psiquiatría,
,,salud pública,
,,educación continua,
,,eventos académicos,
,,estudiar medicina y estudiar posgrados,
,,metrología,
,,metrología física,
,,metrología química,
,,masa,
,,presión,
,,volumen,
,,densidad,
,,fuerza,
,,par torsional,
,,dimensional,
,,manofactura y climatización,
,,corriente continua y alterna,
,,temperatura y humedad,
,,tiempo y frecuencia y potencia y energía,
,,educacion superior,
,,administración,
,,negocios,
,,gestión humana,
,,pregrados,
,,maestrías,
,,doctorados,
